id,lat,lng,fast,overhead,sv,combined,has_sv,reason
R00243,37.123417,-122.123319,4,-1,4,4,True,"Distribution poles with conductors are visible on the right side of the road in the mid-distance. Tall conifers and dense trees stand directly beside and above conductor height along the corridor, placing crowns at/above the line within the recommended envelope and posing fall-in risk. Nearest tall vegetation is ABOVE conductor height, immediately adjacent."
R00244,37.123428,-122.124225,4,-1,5,5,True,"Overhead distribution conductors are visible running along the left side from the pole, with crossarm-mounted lines. Dense tall trees and foliage on the left crowd directly against and above the conductors, with vegetation appearing to touch/overhang the lines - violation-level clearance."
R00245,37.123429,-122.121304,1,-1,1,1,True,"Distribution conductors are visible on a wood pole in the center-right of the image. The nearest vegetation is low shrubs and small branches well BELOW conductor height, located approximately 15+ feet away from the line. No tall trees are positioned directly adjacent to or overhanging the conductors. Clearance appears adequate with no immediate violation-level risk."
R00246,37.123429,-122.122450,4,-1,4,4,True,"A distribution pole with crossarm is visible at left-center around the mid-distance, with conductors running down the road corridor. Tall trees and dense vegetation flank both sides of the corridor, with tree crowns at or above conductor height directly beside the line, and overhanging foliage on the right within the recommended clearance envelope."
R00247,37.123457,-122.126646,4,-1,5,5,True,"Overhead distribution conductors are visible running from the pole in the center of the image across the scene. Dense redwood and other tree foliage is immediately adjacent to and overhanging the conductors, with tree crowns well ABOVE conductor height and vegetation touching/within a few feet of the lines - violation-level clearance."
R00248,37.123518,-122.127432,4,-1,4,4,True,"Overhead conductors are visible crossing the sky in the upper portion of the image. Tall trees, including a large redwood and deciduous crowns, are at or above conductor height directly beside the line, well within falling distance and appearing to approach the recommended clearance envelope."
R00249,37.123538,-122.115418,3,-1,5,5,True,"Overhead distribution conductors are visible running diagonally across the frame from upper left toward the pole on the right. Dense tall trees on both sides reach at/above conductor height, with foliage on the right side appearing to touch or overhang the lines within well under 4 ft. Vegetation is ABOVE conductor height and immediately adjacent, indicating a violation-level condition."
R00250,37.123565,-122.110707,5,-1,5,5,True,"Overhead distribution conductors are visible spanning the road, with a pole visible on the left. Dense redwood and mixed forest vegetation surrounds the corridor, with tree crowns well above conductor height and branches directly overhanging/touching the lines - violation-level clearance."
R00251,37.123671,-122.111613,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined rural road with mature trees on both sides, but no electric poles, crossarms, or uninsulated conductors are present in the scene."
R00252,37.123744,-122.112146,5,-1,5,5,True,"Overhead conductors are visible crossing the upper portion of the image diagonally. Dense tree crowns and vegetation are AT and ABOVE conductor height, with branches appearing to touch or overhang the line directly in the corridor, indicating violation-level encroachment."
R00253,37.123771,-122.119710,4,-1,5,5,True,"Distribution conductors are visible running from a wood pole with crossarm on the right side, extending across the frame. Dense redwood and mixed tree canopy surrounds the line, with tree crowns clearly at and above conductor height and vegetation overhanging/immediately adjacent to the conductors on the right side, well within the 4 ft envelope."
R00254,37.123851,-122.124366,4,-1,4,4,True,"Distribution conductors are visible running along the road from a wood pole in the mid-ground. Bare deciduous tree crowns on the left are at/above conductor height directly beside the line, and a tall redwood on the right stands well above the conductors within falling distance. Nearest vegetation appears AT conductor height within ~10 ft on the left side."
R00255,37.123894,-122.122426,2,-1,2,2,True,"Overhead distribution conductors are visible crossing above the residential structure. Tall coniferous trees (likely 60+ ft) are present on both sides of the corridor, particularly a dense stand on the right/rear. These trees are clearly taller than the conductor height and are within potential falling distance of the line. However, the nearest vegetation to the conductors themselves is currently BELOW conductor height and outside the immediate 4-12 ft envelope, with adequate clearance at this moment. The primary concern is the tall tree crowns in the vicinity that could pose a fall-in risk during high winds or storms."
